Domain,Redirect,Agency,Status,Response Time,Title,Description,Keywords,Robots,Viewport,Canonical,OG Locale,OG Site Name,OG Type,OG Title,OG Description,OG Url,OG Image,OG Image Width,OG Image Height,OG Image Alt,Twitter Card,Twitter Title,Twitter Description,Twitter Image
dea.gov,https://www.dea.gov/,Department of Justice,200,368,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
crimesolutions.gov,https://crimesolutions.ojp.gov/,Department of Justice,200,409,true,false,false,false,true,true,false,true,false,true,false,true,true,false,false,false,false,true,true,false,false
campusdrugprevention.gov,https://www.campusdrugprevention.gov/,Department of Justice,200,511,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
crimevictims.gov,https://ovc.ojp.gov/help-for-victims/overview,Department of Justice,200,494,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
cybercrime.gov,https://www.justice.gov/criminal/criminal-ccips,Department of Justice,200,675,true,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false
doj.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
epic.gov,https://www.dea.gov/what-we-do/law-enforcement/epic,Department of Justice,200,192,true,false,false,false,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false,true
elderjustice.gov,https://www.justice.gov/elderjustice,Department of Justice,200,198,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false
deaecom.gov,https://deaecom.gov/,Department of Justice,200,385,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dsac.gov,https://www.dsac.gov/,Department of Justice,200,416,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true
fbihr.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fara.gov,https://www.justice.gov/nsd-fara,Department of Justice,200,102,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false
fbijobs.gov,https://fbijobs.gov/,Department of Justice,200,93,true,true,false,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false
fbi.gov,https://www.fbi.gov/,Department of Justice,200,349,true,false,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true
fbilab.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fpi.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
getsmartaboutdrugs.gov,https://www.getsmartaboutdrugs.gov/,Department of Justice,200,218,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
foia.gov,https://www.foia.gov/,Department of Justice,200,329,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ic3.gov,https://www.ic3.gov/,Department of Justice,200,523,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
firstfreedom.gov,https://www.justice.gov/crt/combating-religious-discrimination-and-protecting-religious-freedom-12,Department of Justice,200,1921,true,false,true,false,true,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true
jcode.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
iprcenter.gov,https://www.iprcenter.gov/,Department of Justice,200,87,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
justice.gov,https://www.justice.gov/,Department of Justice,200,197,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false
interpol.gov,https://www.justice.gov/interpol-washington,Department of Justice,200,259,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false
justthinktwice.gov,https://www.justthinktwice.gov/,Department of Justice,200,301,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
learndoj.gov,https://www.justice.gov/jmd/learndoj,Department of Justice,200,117,true,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false
forfeiture.gov,https://www.forfeiture.gov/,Department of Justice,200,162,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
learnatf.gov,https://learnatf.gov/landingpage/index.html,Department of Justice,200,223,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
juvenilecouncil.gov,https://juvenilecouncil.ojp.gov/,Department of Justice,200,403,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
leo.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
malwareinvestigator.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hudhomestore.gov,https://www.hudhomestore.gov/,Department of Housing and Urban Development,200,320,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalgangcenter.gov,https://nationalgangcenter.ojp.gov/,Department of Justice,200,490,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
lep.gov,https://www.lep.gov/,Department of Justice,200,426,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ncjrs.gov,https://www.ojp.gov/ncjrs/new-ojp-resources,Department of Justice,200,148,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
namus.gov,https://namus.nij.ojp.gov/,Department of Justice,200,196,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
nicic.gov,https://nicic.gov/,Department of Justice,200,235,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ncirc.gov,https://ncirc.bja.ojp.gov/,Department of Justice,200,371,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
medalofvalor.gov,https://www.medalofvalor.gov/,Department of Justice,200,635,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nvtc.gov,https://www.fbi.gov/about/leadership-and-structure/intelligence/national-virtual-translation-center,Department of Justice,200,145,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
nij.gov,https://nij.ojp.gov/,Department of Justice,200,175,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,false
nsopw.gov,https://www.nsopw.gov/,Department of Justice,200,183,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
nicsezcheckfbi.gov,https://nicsezcheckfbi.gov/,Department of Justice,200,461,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ojp.gov,https://www.ojp.gov/,Department of Justice,200,480,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
