domain,agency,status,redirect,xml,items,pdfs
sss.gov,"Selective Service System",200,"https://www.sss.gov/sitemap.xml",true,170,0
sec.gov,"Securities and Exchange Commission",200,"https://www.sec.gov/sec-sitemap.xml",true,0,0
nwbc.gov,"Small Business Administration",200,"https://www.nwbc.gov/sitemap_index.xml",true,0,0
investor.gov,"Securities and Exchange Commission",200,"https://www.sec.gov/sec-sitemap.xml",true,0,0
rrb.gov,"Railroad Retirement Board",404,"https://rrb.gov/sitemap.xml",false,0,0
pclob.gov,"Privacy and Civil Liberties Oversight Board",200,"https://www.pclob.gov/sitemap.xml",true,36,10
presidiotunneltops.gov,"Presidio Trust",200,"https://wp.presidio.gov/sitemap.xml",true,0,0
business.gov,"Small Business Administration",404,"undefined",false,0,0
presidiotrust.gov,"Presidio Trust",200,"https://wp.presidio.gov/sitemap.xml",true,0,0
presidiocommercial.gov,"Presidio Trust",500,"undefined",false,0,0
presidio.gov,"Presidio Trust",200,"https://wp.presidio.gov/sitemap.xml",true,0,0
pbgc.gov,"Pension Benefit Guaranty Corporation",200,"https://www.pbgc.gov/sitemap.xml",true,0,0
prc.gov,"Postal Regulatory Commission",200,"https://prc.gov/sitemap.xml",true,105,0
usastaffing.gov,"Office of Personnel Management",200,"https://signin.usastaffing.gov/Account/SignIn?ReturnUrl=%2Fissue%2Fwsfed%3Fwa%3Dwsignin1.0%26wtrealm%3Dhttps%253a%252f%252fusastaffing.gov%252f%26wctx%3Drm%253d0%2526id%253dpassive%2526ru%253d%25252fsitemap.xml%26wct%3D2024-12-14T03%253a23%253a50Z",false,0,1
usalearning.gov,"Office of Personnel Management",404,"https://usalearning.gov/sitemap.xml",false,0,0
usajobs.gov,"Office of Personnel Management",404,"https://www.usajobs.gov/sitemap.xml",false,0,0
unlocktalent.gov,"Office of Personnel Management",200,"https://www.opm.gov/data/",false,0,0
telework.gov,"Office of Personnel Management",200,"https://www.opm.gov/telework/",false,0,2
pac.gov,"Office of Personnel Management",500,"undefined",false,0,0
pmf.gov,"Office of Personnel Management",404,"https://www.pmf.gov/sitemap.xml",false,0,0
opm.gov,"Office of Personnel Management",200,"https://www.opm.gov/sitemap.xml",true,30220,9692
governmentjobs.gov,"Office of Personnel Management",404,"https://www.usajobs.gov/sitemap.xml",false,0,0
golearn.gov,"Office of Personnel Management",500,"undefined",false,0,0
fsafeds.gov,"Office of Personnel Management",403,"undefined",false,0,0
fegli.gov,"Office of Personnel Management",200,"https://www.opm.gov/healthcare-insurance/life-insurance",false,0,2
fedshirevets.gov,"Office of Personnel Management",200,"https://www.opm.gov/fedshirevets/",false,0,0
fedjobs.gov,"Office of Personnel Management",404,"https://www.usajobs.gov/sitemap.xml",false,0,0
federaljobs.gov,"Office of Personnel Management",404,"https://www.usajobs.gov/sitemap.xml",false,0,0
pbrb.gov,"Public Buildings Reform Board",500,"undefined",false,0,0
employeeexpress.gov,"Office of Personnel Management",404,"https://www.employeeexpress.gov/sitemap.xml",false,0,0
feb.gov,"Office of Personnel Management",503,"https://feb.opm.gov/sitemap.xml",false,0,0
cybercareers.gov,"Office of Personnel Management",200,"https://www.opm.gov/cyber-careers/",false,0,0
applicationmanager.gov,"Office of Personnel Management",500,"undefined",false,0,0
chcoc.gov,"Office of Personnel Management",404,"https://chcoc.gov/sitemap.xml",false,0,0
integrity.gov,"Office of Government Ethics",200,"https://integrity.gov/sitemap.xml",false,0,0
e-qip.gov,"Office of Personnel Management",500,"undefined",false,0,0
nrc.gov,"Nuclear Regulatory Commission",200,"https://www.nrc.gov/sitemapindex.xml",true,0,0
oshrc.gov,"Occupational Safety & Health Review Commission",200,"https://www.oshrc.gov/sitemap.xml",true,305,0
nbrc.gov,"Northern Border Regional Commission",404,"https://www.nbrc.gov/sitemap.xml",false,0,0
igorville.gov,"Non-Federal Agency",500,"undefined",false,0,0
nrc-gateway.gov,"Nuclear Regulatory Commission",500,"https://nrc-gateway.gov/sitemap.xml",false,0,0
itrd.gov,"Networking Information Technology Research and Development",500,"undefined",false,0,0
ntsb.gov,"National Transportation Safety Board",200,"https://www.ntsb.gov/sitemap.xml",false,0,0
nitrd.gov,"Networking Information Technology Research and Development",200,"https://www.nitrd.gov/sitemap_index.xml",true,0,0
nscai.gov,"National Security Commission on Artificial Intelligence",200,"https://cybercemetery.unt.edu/nscai/20211005220330/https://www.nscai.gov/",false,0,0
usap.gov,"National Science Foundation",404,"https://www.usap.gov/sitemap.xml",false,0,0
oge.gov,"Office of Government Ethics",500,"undefined",false,0,0
sac.gov,"National Science Foundation",404,"https://www.sac.gov/sitemap.xml",false,0,0
new.nsf.gov,"National Science Foundation",200,"https://new.nsf.gov/sitemap.xml",true,0,0
research.gov,"National Science Foundation",503,"undefined",false,0,0
nmb.gov,"National Mediation Board",404,"https://nmb.gov/sitemap.xml",false,0,0
nsf.gov/staff,"National Science Foundation",404,"https://www.nsf.gov/staff/sitemap.xml",false,0,0
arctic.gov,"National Science Foundation",200,"https://www.arctic.gov/wp-sitemap.xml",true,0,0
nigc.gov,"National Indian Gaming Commission",404,"https://www.nigc.gov/sitemap.xml",false,0,0
nlrb.gov,"National Labor Relations Board",200,"https://www.nlrb.gov/sitemap.xml",true,0,0
humanities.gov,"National Endowment for the Humanities",200,"https://www.humanities.gov/sitemap.xml",true,0,0
neh.gov,"National Endowment for the Humanities",200,"https://www.neh.gov/sitemap.xml",true,0,0
nga.gov,"National Gallery of Art",200,"https://www.nga.gov/sitemap.xml",true,0,0
nea.gov,"National Endowment for the Arts",200,"https://www.arts.gov/sitemap.xml",true,0,0
arts.gov,"National Endowment for the Arts",200,"https://www.arts.gov/sitemap.xml",true,0,0
ncua.gov,"National Credit Union Administration",200,"https://ncua.gov/sitemap.xml",true,0,0
ncd.gov,"National Council on Disability",200,"https://www.ncd.gov/sitemap.xml",true,1593,346
mycreditunion.gov,"National Credit Union Administration",200,"https://mycreditunion.gov/sitemap.xml",true,264,0
ncpc.gov,"National Capital Planning Commission",200,"https://www.ncpc.gov/sitemap.xml",true,698,517
webharvest.gov,"National Archives and Records Administration",404,"https://webharvest.gov/sitemap.xml",false,0,0
trumpwhitehouse.gov,"National Archives and Records Administration",200,"https://trumpwhitehouse.archives.gov/sitemap/sitemap.xml",true,0,0
trumplibrary.gov,"National Archives and Records Administration",404,"https://www.trumplibrary.gov/sitemap.xml",false,0,0
recordsmanagement.gov,"National Archives and Records Administration",200,"https://www.archives.gov/records-mgmt",false,0,1
trumanlibrary.gov,"National Archives and Records Administration",200,"https://www.trumanlibrary.gov/sitemap.xml",true,1,0
wartimecontracting.gov,"National Archives and Records Administration",404,"https://cybercemetery.unt.edu/cwc/20110929213815/http:/www.wartimecontracting.gov/sitemap.xml",false,0,0
reaganlibrary.gov,"National Archives and Records Administration",404,"https://www.reaganlibrary.gov/sitemap.xml",false,0,0
ourdocuments.gov,"National Archives and Records Administration",200,"https://www.archives.gov/milestone-documents/list",false,0,0
obamalibrary.gov,"National Archives and Records Administration",200,"https://www.obamalibrary.gov/sitemap.xml",true,318,0
obamawhitehouse.gov,"National Archives and Records Administration",200,"https://obamawhitehouse.archives.gov/sitemap.xml",true,0,0
nixonlibrary.gov,"National Archives and Records Administration",200,"https://www.nixonlibrary.gov/sitemap.xml",true,0,0
nara.gov,"National Archives and Records Administration",200,"https://www.archives.gov/sitemap.xml",true,0,0
lbjlibrary.gov,"National Archives and Records Administration",200,"https://lbjlibrary.archives.gov/",false,0,0
jimmycarterlibrary.gov,"National Archives and Records Administration",200,"https://www.jimmycarterlibrary.gov/sitemap.xml",true,460,0
jfklibrary.gov,"National Archives and Records Administration",200,"https://jfklibrary.archives.gov/",false,0,0
history.gov,"National Archives and Records Administration",404,"https://historyhub.history.gov/sitemap.xml",false,0,0
georgewbushlibrary.gov,"National Archives and Records Administration",200,"https://www.georgewbushlibrary.gov/sitemap.xml",true,1,0
frc.gov,"National Archives and Records Administration",200,"https://www.archives.gov/frc",false,0,1
fordlibrarymuseum.gov,"National Archives and Records Administration",404,"https://www.fordlibrarymuseum.gov/sitemap.xml",false,0,0
emergency-federal-register.gov,"National Archives and Records Administration",404,"https://www.emergency-federal-register.gov/sitemap.xml",false,0,0
eisenhowerlibrary.gov,"National Archives and Records Administration",200,"https://www.eisenhowerlibrary.gov/sitemap.xml",true,1404,0
dd214.gov,"National Archives and Records Administration",200,"https://www.archives.gov/veterans",false,0,0
clintonlibrary.gov,"National Archives and Records Administration",404,"https://www.clintonlibrary.gov/sitemap.xml",false,0,0
fcic.gov,"National Archives and Records Administration",404,"https://cybercemetery.unt.edu/fcic/20110310172443/http:/fcic.gov/sitemap.xml",false,0,0
bush41library.gov,"National Archives and Records Administration",200,"https://bush41library.archives.gov/",false,0,0
archives.gov,"National Archives and Records Administration",200,"https://www.archives.gov/sitemap.xml",true,0,0
911commission.gov,"National Archives and Records Administration",404,"https://911commission.gov/sitemap.xml",false,0,0
9-11commission.gov,"National Archives and Records Administration",404,"https://9-11commission.gov/sitemap.xml",false,0,0
scijinks.gov,"National Aeronautics and Space Administration",200,"https://scijinks.gov/sitemap.xml",true,217,66
nasa.gov,"National Aeronautics and Space Administration",404,"https://www.nasa.gov/sitemap.xml",false,0,0
earth.gov,"National Aeronautics and Space Administration",200,"https://earth.gov/sitemap.xml",false,0,0
globe.gov,"National Aeronautics and Space Administration",200,"https://www.globe.gov/sitemap.xml",true,12356,0
udall.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://udall.gov/sitemap.xml",false,0,0
ecr.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://www.udall.gov/sitemap.xml",false,0,0
usgeo.gov,"National Aeronautics and Space Administration",500,"undefined",false,0,0
mcc.gov,"Millennium Challenge Corporation",200,"https://www.mcc.gov/sitemap.xml",true,5029,0
mspb.gov,"Merit Systems Protection Board",200,"https://www.mspb.gov/sitemap.xml",true,500,303
lsc.gov,"Legal Services Corporation",200,"https://lsc.gov/sitemap.xml",true,1,0
kennedy-center.gov,"John F. Kennedy Center for Performing Arts",500,"undefined",false,0,0
mcctest.gov,"Millennium Challenge Corporation",500,"undefined",false,0,0
jamesmadison.gov,"James Madison Memorial Fellowship Foundation",404,"https://www.jamesmadison.gov/sitemap.xml",false,0,0
iaf.gov,"Inter-American Foundation",403,"undefined",false,0,0
pcah.gov,"Institute of Museum and Library Services",200,"https://pcah.gov/sitemap.xml",true,78,0
mmc.gov,"Marine Mammal Commission",500,"https://www.mmc.gov/sitemap.xml",false,0,0
jusfc.gov,"Japan-US Friendship Commission",500,"https://jusfc.gov/sitemap.xml",false,0,0
informationliteracy.gov,"Institute of Museum and Library Services",500,"undefined",false,0,0
truman.gov,"Harry S. Truman Scholarship Foundation",200,"https://www.truman.gov/sitemap.xml",true,75,0
imls.gov,"Institute of Museum and Library Services",200,"https://imls.gov/sitemap.xml",true,1876,0
vote.gov,"General Services Administration",200,"https://vote.gov/sitemap.xml",true,1315,0
usagov.gov,"General Services Administration",200,"https://www.usa.gov/",false,0,0
ussm.gov,"General Services Administration",200,"https://ussm.gsa.gov/sitemap.xml",true,549,170
usability.gov,"General Services Administration",200,"https://digital.gov/topics/usability/",false,0,0
us.gov,"General Services Administration",200,"https://www.usa.gov/",false,0,0
usa.gov,"General Services Administration",200,"https://www.usa.gov/sitemap.xml",true,1541,0
statspolicy.gov,"General Services Administration",200,"https://www.statspolicy.gov/sitemap.xml",true,42,13
restorethegulf.gov,"Gulf Coast Ecosystem Restoration Council",404,"https://restorethegulf.gov/sitemap.xml",false,0,0
section508.gov,"General Services Administration",200,"https://www.section508.gov/sitemap.xml",true,476,0
sftool.gov,"General Services Administration",200,"https://sftool.gov/sitemap.xml",true,982,253
search.gov,"General Services Administration",200,"https://search.gov/sitemap.xml",true,225,9
sbst.gov,"General Services Administration",200,"https://sbst.gov/sitemap.xml",true,1,0
saferfederalworkforce.gov,"General Services Administration",500,"undefined",false,0,0
rpa.gov,"General Services Administration",500,"undefined",false,0,0
sam.gov,"General Services Administration",404,"https://sam.gov/sitemap.xml",false,0,0
rocis.gov,"General Services Administration",200,"https://www.rocis.gov/rocis/",false,0,0
thenamingcommission.gov,"General Services Administration",500,"undefined",false,0,0
reginfo.gov,"General Services Administration",200,"https://www.reginfo.gov/public/",false,0,0
regulations.gov,"General Services Administration",200,"https://www.regulations.gov/sitemap.xml",false,0,0
reporting.gov,"General Services Administration",500,"undefined",false,0,0
ptt.gov,"General Services Administration",500,"undefined",false,0,0
realpropertyprofile.gov,"General Services Administration",200,"https://www.realpropertyprofile.gov/FRPPMS/s/sitemap.xml",true,0,0
realestatesales.gov,"General Services Administration",200,"https://realestatesales.gov/sitemap.xml",true,31,0
presidentialinnovationfellows.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/sitemap.xml",true,336,1
ppms.gov,"General Services Administration",200,"https://ppms.gov/sitemap.xml",false,0,0
plainlanguage.gov,"General Services Administration",200,"https://www.plainlanguage.gov/sitemap.xml",true,199,10
pki.gov,"General Services Administration",500,"undefined",false,0,0
pki-lab.gov,"General Services Administration",500,"undefined",false,0,0
pif.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/sitemap.xml",true,336,1
pcscotus.gov,"General Services Administration",500,"undefined",false,0,0
pic.gov,"General Services Administration",404,"https://www.pic.gov/sitemap.xml",false,0,0
performance.gov,"General Services Administration",200,"https://www.performance.gov/sitemap.xml",true,1083,222
ncmms.gov,"General Services Administration",500,"undefined",false,0,0
paymentaccuracy.gov,"General Services Administration",404,"https://www.paymentaccuracy.gov/sitemap.xml",false,0,0
notify.gov,"General Services Administration",404,"https://beta.notify.gov/sitemap.xml",false,0,0
login.gov,"General Services Administration",200,"https://login.gov/sitemap.xml",true,199,3
madeinamerica.gov,"General Services Administration",200,"https://www.madeinamerica.gov/sitemap.xml/",false,12,0
kids.gov,"General Services Administration",200,"https://www.usa.gov/education?source=kids",false,0,0
info.gov,"General Services Administration",200,"https://www.usa.gov/contact-us",false,0,0
itdashboard.gov,"General Services Administration",404,"https://itdashboard.gov/sitemap.xml",false,0,0
innovation.gov,"General Services Administration",404,"https://innovation.gov/sitemap.xml",false,0,0
gsaxcess.gov,"General Services Administration",500,"undefined",false,0,0
identitysandbox.gov,"General Services Administration",500,"undefined",false,0,0
gsatest2.gov,"General Services Administration",500,"undefined",false,0,0
idmanagement.gov,"General Services Administration",200,"https://www.idmanagement.gov/sitemap.xml",true,411,0
gsafleet.gov,"General Services Administration",200,"https://gsafleet.gov/sitemap.xml",false,0,0
gsaauctions.gov,"General Services Administration",200,"https://gsaauctions.gov/sitemap.xml",false,0,0
gsaadvantage.gov,"General Services Administration",404,"https://gsaadvantage.gov/sitemap.xml",false,0,0
gsaig.gov,"General Services Administration",404,"https://gsaig.gov/sitemap.xml",false,0,0
gobiernousa.gov,"General Services Administration",404,"https://www.usa.gov/es/sitemap.xml",false,0,0
