domain,agency,status,redirect,https,dot_gov,www
ellajenkins.com,Smithsonian Institution,200,https://ellajenkins.com/,true,false,true
mughalgardens.org,Smithsonian Institution,200,https://mughalgardens.org/,true,false,false
nmaahcstore.com,Smithsonian Institution,403,https://nmaahcstore.com/,true,false,false
ecosystemsontheedge.org,Smithsonian Institution,200,https://ecosystemsontheedge.org/,true,false,true
museumonmainstreet.org,Smithsonian Institution,200,https://museumonmainstreet.org/,true,false,true
paleoglot.org,Smithsonian Institution,200,https://naturalhistory.si.edu/research/paleobiology/research/carrano-lab/polyglot-paleontologist,true,true,true
seecstories.com,Smithsonian Institution,200,https://seecstories.com/,true,false,true
searchablemuseum.com,Smithsonian Institution,200,https://www.searchablemuseum.com/index.html,true,false,false
smithsonianapa.org,Smithsonian Institution,500,undefined,undefined,undefined,false
smithsonianchambermusic.org,Smithsonian Institution,200,http://smithsonianchambermusic.org/,false,false,false
smithsonianearthtv.com,Smithsonian Institution,500,undefined,undefined,undefined,false
smithsoniancraft2wear.org,Smithsonian Institution,200,https://smithsoniancraft2wear.org/,true,false,true
monitor.net.co,United States Agency for International Development,200,https://monitor.net.co/intro.aspx,true,false,false
smithsonianstudentadventures.com,Smithsonian Institution,200,https://smithsonianstudenttravel.org/,true,false,true
smithsoniancraftshow.org,Smithsonian Institution,200,https://smithsoniancraftshow.org/,true,false,true
shopvcs.com,Department of Veterans Affairs,200,https://shopvcs.va.gov/,true,true,true
treatmentworksforvets.org,Department of Veterans Affairs,200,https://treatmentworksforvets.org/,true,false,false
vaitcampus.com,Department of Veterans Affairs,200,https://vaitcampus.com/,true,false,false
otianywhere.net,United States Agency for International Development ,200,http://otianywhere.net/,false,false,false
vavmc.com,Department of Veterans Affairs,200,http://www.vavmc.com/,false,false,false
usarmyband.com,Department of Defense,200,https://usarmyband.com/,true,false,false
doi.net,Department of the Interior,500,undefined,undefined,undefined,false
